BAN,BAN,Order ID ,Order ID 
BAN,147300468,Order ID ,2106617690
BAN,147567360,Order ID ,2170306059
BAN,145101720,Order ID ,1800547876
BAN,145084721,Order ID ,1807139784
BAN,147153912,Order ID ,1989413096
BAN,147407277,Order ID ,2146072179
BAN,147230490,Order ID ,2158947479
BAN,147245707,Order ID ,2098793829
BAN,144964427,Order ID ,1788237360
BAN,147454488,Order ID ,2199867887
BAN,147403242,Order ID ,2124164546
BAN,147012523,Order ID ,2053061262
BAN,147053890,Order ID ,2129098847
BAN,147095531,Order ID ,2072144325
BAN,147080494,Order ID ,2134755839
BAN,145075551,Order ID ,2171448939
BAN,147398892,Order ID ,2189405207
BAN,147105998,Order ID ,2137605119
BAN,147321098,Order ID ,2175714671
BAN,147458184,Order ID ,2199934991
BAN,147179600,Order ID ,2080944822
BAN,147131907,Order ID ,2078641053
BAN,147213582,Order ID ,2115277203
BAN,147575339,Order ID ,2152819130
BAN,147575592,Order ID ,2217499583
BAN,147576385,Order ID ,2217434927
BAN,141443435,Order ID ,2132403885
BAN,145101720,Order ID ,1800547876
BAN,147457792,Order ID ,2198810831
BAN,145021611,Order ID ,2058434072
BAN,146673940,Order ID ,1997712626
BAN,147554119,Order ID ,1906346812
BAN,147464954,Order ID ,2128072542
BAN,140535315,Order ID ,2058385568
BAN,146100809,Order ID ,2132994525
BAN,144495263,Order ID ,2119621826
BAN,147566842,Order ID ,2151971738
BAN,147601386,Order ID ,2222308799
BAN,147608642,Order ID ,2158516994
BAN,147094856,Order ID ,2146885086
BAN,147620004,Order ID ,2139448989
BAN,147575591,Order ID ,2217322487
BAN,147623347,Order ID ,1909063084
BAN,146583582,Order ID ,2181360555
BAN,147137499,Order ID ,2228003279
BAN,144426971,Order ID ,2173391595
BAN,147437683,Order ID ,2196114623
BAN,147436687,Order ID ,2195663495
BAN,147316810,Order ID ,2019074984
BAN,147322405,Order ID ,2111814765
BAN,147400993,Order ID ,2189630855
BAN,147389718,Order ID ,2029433528
BAN,147378208,Order ID ,2121129165
BAN,147395064,Order ID ,2124018410
BAN,147403821,Order ID ,2118844782
BAN,147403821,Order ID ,2118844782
BAN,147434884,Order ID ,2195007743
BAN,147469604,Order ID ,1789307329
BAN,146381988,Order ID ,2015799863
BAN,147646432,Order ID ,2144412981
BAN,142395377,Order ID ,2183679339
BAN,147644868,Order ID ,2165659130
BAN,147650262,Order ID ,2184092715
BAN,147653071,Order ID ,2184054147
BAN,147248728,Order ID ,2092380198
BAN,147485818,Order ID ,2045950712
BAN,147660050,Order ID ,2185884291
BAN,147407173,Order ID ,2147510019
BAN,147427079,Order ID ,2149777443
BAN,147243512,Order ID ,2006008568
BAN,147415084,Order ID ,2191524215
BAN,147411349,Order ID ,2034085256
BAN,147480803,Order ID ,1790533297
BAN,147556760,Order ID ,2168503107
BAN,147010951,Order ID ,2082361323
BAN,147493521,Order ID ,2131553502
BAN,147459415,Order ID ,2042723072
BAN,147497824,Order ID ,2132858310
BAN,147404613,Order ID ,2033215880
BAN,146828999,Order ID ,2090690471
BAN,146948728,Order ID ,2042759550
BAN,146934824,Order ID ,2039520534
BAN,146732427,Order ID ,2009202726
BAN,146952004,Order ID ,2048497077
BAN,140589356,Order ID ,#FPS101660 
BAN,144390340,Order ID ,#FPS101640 
BAN,147580326,Order ID ,2142631422
BAN,142514700,Order ID ,2235481912
BAN,147556823,Order ID ,1820171424
BAN,147619958,Order ID ,2235868586
BAN,144906504,Order ID ,2235919471
BAN,147702197,Order ID ,2236041933
BAN,147704364,Order ID ,2235949022
BAN,147704739,Order ID ,2236051092
BAN,147075568,Order ID ,2065944794
BAN,147689502,Order ID ,2235942535
BAN,147701057,Order ID ,2236026434
BAN,147277799,Order ID ,2103126170
BAN,146161571,Order ID ,2235161797
BAN,147645336,Order ID ,2144107677
BAN,147657348,Order ID ,1914450988
BAN,147637127,Order ID ,2151661350
BAN,146161571,Order ID ,2236310761
BAN,147547928,Order ID ,2144781918
BAN,147727157,Order ID ,2238077774
BAN,146976548,Order ID ,2238064742
BAN,147441027,Order ID ,2123624934
BAN,146858929,Order ID ,2237981881
BAN,147721290,Order ID ,2238315801
BAN,147568708,Order ID ,2131837173
BAN,146164707,Order ID ,2238621115
BAN,147733566,Order ID ,2238904668
BAN,147306841,Order ID ,2111800418
BAN,147017077,Order ID ,2082403371
BAN,147694433,Order ID ,2235573535
BAN,146670870,Order ID ,2240489748
BAN,147301906,Order ID ,2109195693
BAN,147731647,Order ID ,2238306505
BAN,147462312,Order ID ,2041909760
BAN,147756644,Order ID ,2240858172
BAN,147304721,Order ID ,2101609110
BAN,147694442,Order ID ,2235202620
BAN,147762648,Order ID ,2241514382
BAN,144390340,Order ID ,2240163468
BAN,146962093,Order ID ,2112325295
BAN,142382645,Order ID ,2242370364
BAN,147775933,Order ID ,2242020979
BAN,147725019,Order ID ,2237719742
BAN,147779058,Order ID ,2233954614
BAN,147442618,Order ID ,2239942418
BAN,147779439,Order ID ,2242734300
BAN,145968804,Order ID ,2242390291
BAN,147779374,Order ID ,2242041724
BAN,145521557,Order ID ,#FPS101680 
BAN,147775991,Order ID ,2242653309
BAN,147612348,Order ID ,2063757200
BAN,147584067,Order ID ,2154110402
BAN,147771918,Order ID ,2234252646
BAN,146325550,Order ID ,2242174885
BAN,147781583,Order ID ,2242724337
BAN,147777797,Order ID ,2242664961
BAN,147781799,Order ID ,2242777653
BAN,147783709,Order ID ,2242584583
