BAN,Order  
147779058,2233954614
147442618,2239942418
147779439,2242734300
145968804,2242390291
147779374,2242041724
145521557,#FPS101680 
147775991,2242653309
147612348,2063757200
147584067,2154110402
147771918,2234252646
146325550,2242174885
147781583,2242724337
147777797,2242664961
147781799,2242777653
147783709,2242584583
143987798,2242859457
147782239,2243088408
147690699,2235070833
147727979,2237819401
147171405,2242842307
143929856,2138342598
147330126,2106857166
147791612,2235401094
147796434,2243635375
147221986,2158258847
146667187,2063547695
147047396,2138500871
147449968,2131825970
147436011,2038202336
147413461,2147255379
147008971,2081837043
147592179,2174739459
147801625,2243985160
146588860,2244252841
147805273,2244248281
147810706,2245141111
147279741,2103001466
147739317,2239218943
147778617,2233821978
147225754,2087873022
147786176,2242732228
147550401,1801790905
147702369,2236272780
146427060,2067719715
147722826,2237346844
147782496,2242988229
147641472,2182129347
147216686,2157992639
147811517,2237226114
147620059,2179573107
147410919,2033690432
147763015,2241067610
147791823,2243107300
147780790,2242619721
147151475,2076730326
146751273,2040993387
146760761,2042666115
147764738,2241295068
147759669,2240981604
147764250,2240870989
147851674,2246333704
135690962,2000429163
147860758,2241227190
147873262,2249038705
147876006,2250114463
147877708,2250356347
147874080,2249813581
142823095,2225235023
147878502,2242476882
146980001,2238653431
147810342,2245581024
146829014,1933964144
147810427,2244521596
147895254,2250017092
147335465,2113313450
147790206,2244728839
147904893,2253262989
147902335,2252775355
147896954,2250760936
147904166,2255842512
147932878,2254446805
145789179,2254771357
147732778,2238713725
145534797,1890649223
147323169,2111954762
147371801,2119464501
147423479,2149541979
147178223,2081424510
147182746,2085400946
147731498,2238551685
147926760,2254817185
147952642,2258149920
146296376,2113051062
147863691,2249172333
145842202,2257544263
147893696,2252251665
147662305,2168458562
147962279,2257108273
147389718,2248445322
147917063,2255082672
147381471,2145470571
147750815,2239941866
146773003,2092467837
147212691,2156192351
147230189,2159154191
147163961,2107875315
147763015,2241067610
147411213,2035180640
142173535,1787863945
147209151,2114097315
147555474,1818909984
147540619,1906155220
147583803,2134113237
147407173,2147510019
147387111,2028871952
147260198,2165258327
147011057,1964842184
147015581,2082056475
146821325,2022763806
147657974,2236314700
147260169,2099101346
147256760,2122023051
147689502,2235942535
146000883,1953697727
147448312,2039713184
147984843,2260743972
147334621,2107775574
147946543,2257284744
147309948,2016762080
147778182,2250508537
147786596,2243340093
147966811,2250489030
147408857,2240295642
147966671,2257348429
147783847,2234366766
147766880,2240844049
147857418,2240849622
148002042,2262007464
148011421,2259522280
147940528,2254094044
147909865,2254784340
148011137,2262150787
148014284,2262694161
148018975,2259924844
147252579,2124038931
148025836,2262603163
147330126,2106857166
146453756,2260103392
147428707,2129223741
148029555,2260962676
148030173,2261983717
148029752,2262006301
147171405,2263202935
148034559,2262461149
148004026,2258912272
147944776,2254511188
148060389,2266300341
148062812,2257961346
148055816,2258171394
147956931,2257430659
148060488,2266545765
147745298,2239927569
148008742,2263222836
148071976,2264382448
148078612,2259540294
148025267,2264126088
148086702,2267688463
148089771,2266815385
148095773,2267150833
147413199,2191754759
146231467,2270267628
148029039,2261483284
143127594,2269870593
145325555,2239737796
148116140,2271860088
148112883,2270680425
148112168,2271587076
148119246,2272243404
148061761,2264637481
148041638,2265781368
148121168,2272551204
147912700,2268587056
148125127,2268649252
148125950,2269633585
148125748,2263355478
148017405,2261974111
147485625,2268850828
147865368,2249764572
147609256,2149734222
147541323,1818321576
147902057,2244485838
148120049,2262635874
148121778,2269340053
148053092,2265382905
147968944,2272201092
147733139,2238613296
147400636,1784823265
148136804,2271535615
147081451,2095143867
147426046,2128775618
146650000,1995957726
147762648,2263307982
147953856,2255957092
147146476,2119315062
142678385,2184354143
144953626,2271224992
146679065,1998960818
148165289,2272203349
148091486,2269008057
147959512,2249955846
147276970,2103055922
146501390,2274833073
148173352,2273087773
148178212,2267125386
148176613,2276751012
148085032,2267718175
148164184,2275224621
147548709,2250724807
147996997,2261289525
148012897,2262640413
148119692,2272469424
147413786,2191770431
148171819,2266972398
148033811,2255795682
147934127,2253842524
145249619,2234793198
147720867,2237705388
147998723,2258437840
148127966,2272952664
148198529,2274048532
146676492,2277550593
148031622,2261160640
148085129,2265292120
148099451,2267583529
147845563,2248026924
148117561,2268846373
147856963,2249164008
147854344,2247821113
147884180,2251318993
148030501,2263357663
147873063,2250646836
147902206,2252606215
147902206,2252606215
146611051,2274909109
147914479,2252959957
147911081,2253108397
147946295,2256981513
148057899,2266620381
148068787,2267573493
148094588,2269301889
148112657,2262022110
148114582,2268773749
148122205,2270799583
143149906,2275574791
147904655,2263409623
147477240,2136914498
146245458,2271014046
147878907,2250510787
147731459,2239828777
147778844,2243219460
147600602,2145959214
147777738,2242719912
148209811,2250510787
148223376,2275970056
148085751,2276963389
145195711,2271450882
145007631,2266548043
148104380,2267633257
148067812,2258407230
148193161,2275315117
148234726,2276914012
148235920,2271998346
146419904,2277013147
147407584,2190276095
146664059,2279020321
148172152,2273394061
147739351,2238775513
148113384,2271313713
146829808,2275713919
148106778,2267930617
148174060,2272837333
144810223,2273750032
147996609,2260888135
148195374,2273723236
148116866,2285526708
144648759,2281551373
147251808,2283145243
148288983,2286250632
147965043,2259393840
148130333,2271112879
148035965,2284655244
147490419,2047061912
147733286,2238923109
148159606,2273053915
148226686,2279546397
148276267,2286013764
148293350,2282258941
148073534,2266673203
148012639,2263881576
147999274,2258484100
148206583,2277789501
148299467,2286966048
148250679,2281506729
148004030,2261138371
148243238,2282273508
148340039,2290327632
148336005,2287278199
148240771,2278305217
148198899,2277493773
148346003,2287655311
144301536,2283143215
148094638,2270394576
148206724,2274567904
148249400,2278260340
148369323,2286790600
148287272,2282058289
148376418,2282268654
148371700,2287033864
148280267,2285676108
146850740,2293034748
148385088,2291874933
148379732,2290526287
144336582,2287122085
146850740,2293034748
148390205,2291043067
148093358,2279198433
148391574,2288506408
147655037,2147065965
148390282,2289749701
148400192,2293285797
148037857,2256266322
148398806,2291948983
148397664,2295315852
148286402,2283629275
148418016,2285709450
148337894,2288038653
148421155,2290877044
148095021,2266097512
148424415,2286283242
148422382,2234061101
148344207,2287430983
147954911,2249799186
148425099,2295377133
148419966,2233896992
148422661,2234092313
147896989,2253255009
148428363,2234440892
147115456,2274664012
147703885,2235990861
148383138,2293839684
146484593,2264013909
148058027,2263721524
146855963,2297311752
148447850,2292121165
148226298,2279608389
147926942,2256808356
143204632,#FPS101880 
147897593,2252926761
147379774,2114082270
148285590,2284416657
148330416,2278659066
148359527,2286733816
148365645,2292856080
147419887,2295259365
147902057,2244485838
145644852,1894011099
146855963,2149902219
147700569,2236055580
147605718,2062535336
147422702,2127932349
119452550,2233704593
148042725,2262349828
148488195,2300164113
147442009,1784870113
148028858,2255316318
148054725,2263640080
147963490,2259010281
147439025,2123989326
147418260,2148052827
148398159,2290199029
148331657,2286250351
148453421,2293529812
148493044,2300138772
148429876,2295851265
148491524,2296253812
148090304,2268326791
148365243,2292356964
148338502,2287186783
148364289,2290485945
146216534,2299660663
148498000,2296560868
148376006,2290024999
148364348,2281454934
148432466,2234961500
147602363,2157501698
148345972,2285845165
148287703,2283542575
148281703,2282835703
148334912,2279353602
148499170,2300759184
148501123,2296809724
148341711,2279615622
148422076,2290854256
148125244,2272659732
148510171,2296421269
147214733,2274287011
145915272,2273311285
147246212,2006175320
147655777,#FPS101900 
147292917,2292501474
148449600,2293180108
148512889,2302569909
148055995,2266409697
148080877,2265832105
148086796,2268381393
148230724,2276447968
147769511,2233898190
144446395,2293940697
148230724,2276447968
148279044,2285578572
148253752,2279378389
148330436,2278723782
148406669,2295947856
148084481,2266219345
148371120,2282094726
148378144,2293529304
148365067,2293164528
148428062,2234530277
148276227,2280396796
148452039,2297383140
147009312,#FPS101920 
148536272,2298861169
147756689,2301238377
146622253,2269210026
148177023,2272306696
148439293,2297653473
148549682,2299769113
148495085,2300764473
148097873,2267290489
148338720,2279202054
148498861,2295887569
148256890,2279388097
148544573,2299981405
148435809,2295757027
148363437,2288975203
148409556,2290074016
148532569,2303618616
148366765,2292342600
148522637,2301923575
148422876,2290991188
148550404,2304332515
147916353,2282254638
148110551,2269017337
148397103,2291568175
148499811,2292961602
148434343,2234997020
148503091,2301488661
148514651,2296587853
148416365,2233724444
148422876,2290991188
148457408,2296852723
148254241,2283355392
148287124,2280892756
148340800,2284637116
148067168,2268090912
148392552,2233504433
148085311,2259830394
148423355,2290937392
148442736,2295457963
148400000,2289098668
148501361,2295932905
148577185,2307837441
144998003,2306870263
148389138,2294649936
148113696,2269841119
148281702,2282804971
146627808,2306571271
148520711,2293929702
148553240,2305385784
147280769,2303485476
148508466,2301253740
148451883,2297779917
148538429,2299729768
148491392,2300496669
148442370,2296546848
148117606,2270095675
148454743,2297570604
143204632,#FPS101940
148420229,2290630600
146959815,#FPS101901 
148590521,2303912188
146918821,2246245384
146918821,2246245384
148595638,2308693872
148588758,2299854150
147964943,2261763492
147967919,2252897766
148030313,2255384838
148542874,2300386276
148576243,2307268992
148596787,2309721561
147291850,2128323579
148454093,2297782197
148553652,2300289589
148536639,2305061064
148608310,2301236190
148605087,2310593577
148530272,2298261901
148561671,2300649253
148582818,2299405374
147649389,2230485359
147866764,2249669076
148015775,2259937960
148058495,2266933989
148104974,2266869076
148103673,2267661865
148115037,2269796971
148175101,2274381703
148179350,2273560837
148281673,2281342021
148358139,2292508692
148394138,2294741544
148377984,2291659665
148407021,2289619840
148442731,2295440407
148445110,2287963278
148449122,2293271656
148451337,2296307755
148445486,2297483229
148446961,2292436693
148546839,2304854784
148533227,2299458172
147911054,2253023068
148053996,2265928737
148056952,2264125621
148266898,2282853093
148296136,2283795787
148452136,2296618987
148549535,2304214363
148548391,2306327517
148548391,2306327517
148548391,2306327517
148649159,2307099661
148646903,2309797195
148652171,2307455881
148659503,2310986191
148538429,2303166820
148522367,2303157876
148538429,2309468392
145454916,2296936554
148075468,2268466008
148125538,2273334336
147925825,2253868564
148674922,2310329008
148677379,2309333809
148677379,2252391217
147909077,2252391217
148543997,2304885141
147493257,2047347680
148538429,2311449388
148522584,2303381793
148695185,2317388397
145315375,2296158352
148701655,2312434744
148063082,2264575417
148701947,2308483554
148695414,2308621866
148702222,2312631232
148595597,2309190177
148682852,2309903917
148695770,2317985424
148402207,2292435331
148705823,2312979016
148707038,2318218932
148707192,2318446749
148693242,2318214840
148705292,2318387205
143204632,2315049691
148429940,2234617376
148280267,2297875212
144608830,2294220511
148596607,2307932971
148296538,2286981012
148448714,2288996766
148493959,2295362581
148572702,2305993123
148574632,2306202247
148573319,2298229674
148581735,2306927791
148581741,2307925152
148610546,2310264228
148613859,2305231693
148069120,2258610510
148732023,2314707892
148733286,2320198377
148729247,2310747546
148554153,2297134446
148552910,2296774674
148591147,2299612758
148059544,2267288808
148603631,2233929827
148601812,2301487290
148673974,2311272196
148678203,2313350695
148227555,2279112664
148022438,2264137056
148018347,2254746942
148676742,2316537804
148680524,2311242088
148548969,2305243512
148675604,2312189215
148682643,2315966448
148084246,2269588956
148328068,2289182400
148495206,2299376287
148507415,2292851574
148567768,2306550804
148709631,2315316703
148593964,2309426304
148615177,2305050409
148650641,2313315804
148656025,2308809976
148661289,2314498737
148577825,2302868752
148521004,2301733591
148557202,2305153267
148615055,2308219708
148488962,2297580757
148616956,2305967056
148126146,2314231380
148707160,2311849993
148611844,2310697308
148658202,2310933079
148706989,2318649117
148765688,2322810813
148767976,2317073956
148768107,2319451975
148765638,2322681528
148765641,2322760428
148770031,2319488791
148366723,2286493948
148769187,2323177101
148773002,2313625530
148684793,2316914901
148703186,2318228445
148577185,2323161609
148428919,2286569790
148656133,2310808795
148608623,2305417888
148695366,2317395864
148657513,2305212186
147047662,2318967313
148813722,2326564245
148822784,2327233737
146157559,2292364477
148826231,2324009995
148432352,2234688521
148823557,2317954206
148826749,2318047758
148706259,2318256573
148827683,2328004125
148681045,2315810796
148028990,2264091381
148377133,2290111663
143569480,2320688833
148772851,2316310309
148714802,2309434062
148787961,2317077133
148552761,2299993705
147788258,2307344406
148830104,2324635495
148824927,2322314524
148831662,2320939885
148573569,2307159972
148830303,2324791951
148540566,2304171900
148569370,2306625456
148831806,2324867635
148771569,2323306920
148586069,2308112148
148708826,2313173152
148682902,2313024739
148552001,2304586795
148665902,2311315543
148771123,2317711600
148711625,2313581812
148838223,2322712984
148691798,2317163985
148832646,2328792084
148838988,2328913173
148835867,2328826776
148835187,2328894237
145694945,1829977514
148835268,2328851064
148837435,2325177691
148834295,2318976786
148450094,2297661321
148833867,2329042224
148835888,2329111101
148833867,2329042224
148810121,2320493104
148833331,2325602179
148834117,2318797998
148291364,2276719974
148363720,2281410738
148829133,2324360983
148253258,2317846122
148046855,2262659092
148852854,2323951792
148848771,2322659401
148853553,2320211202
148853045,2330186208
148808635,2322701071
148853678,2322800629
147876034,2326682815
148853991,2330476377
148501672,2301480081
148207672,2275522165
148656028,2308859848
148856615,2320484994
121922982,2322890509
148855921,2324280172
148856888,2330546421
148330177,2284716301
148855335,2326752343
148856243,2330401092
148771523,2324352964
148857194,2330593077
148855851,2322906421
148857796,2330673573
148855893,2330723517
148674728,2310235672
146906858,2320789674
148071751,2267217697
148860896,2330830737
148857952,2322961789
148859527,2324595868
143116641,2330822988
148857445,2330799132
148653861,2307798493
148861705,2327089543
148428580,2234842145
148688208,2313326707
148785719,2314559646
148798199,2319447712
148860382,2323320097
148805055,2320299676
148863404,2327247739
148862779,2323401361
148523079,2320465993
148858637,2327300143
148861196,2331096129
148778725,2318507308
148862911,2321228142
148608593,2310859029
148559188,2306405301
148125567,2272781592
148868554,2325073144
148867926,2325093712
148771001,2327615383
148868071,2323771237
148862053,2321453358
148869429,2325253108
148562725,2302034896
148868076,2325306508
148869481,2323856257
141600243,2331550404
148868537,2327927875
148874206,2327975383
146811231,2325538243
148771123,2325548464
148875397,2331790821
148694045,2317935840
148875286,2332156209
148871495,2331718617
144499121,2317469584
147795307,2243660719
148877682,2324592829
148878804,2328560803
148879235,2328565975
148872950,2324640853
148880064,2332442424
148885834,2328905539
148886771,2325053929
147248758,2322910278
148622358,2302556442
148442731,2329253635
148717128,2313557668
147371330,2329410535
148610941,2310295620
148764794,2322660453
148892078,2325489925
148829687,2328641901
148893868,2333925840
148892821,2327505160
148894704,2330066491
147958124,2255415628
148440209,2295940051
148418738,2234315984
148598773,2303642521
148667957,2306070078
148705975,2312942956
148760744,2322055032
148761846,2322199404
148011370,2334108672
148775400,2317922788
148436933,2295669883
148846027,2323326916
139010219,1463586795
141741551,1487929019
148492731,2329011559
148429495,2332863897
148931370,2336131464
148794026,2324285680
148577185,2336326749
148764802,2319305263
148771569,2336807028
146438877,2328690697
148941518,2326914210
148938777,2329094077
148938777,2328840025
148948263,2337571020
148942175,2330793700
148950460,2329486873
148899886,2333906469
148865638,2331528336
148396450,2290169605
148381341,2293754736
148574966,2307191808
148594434,2307689755
148575979,2301846325
148676663,2315856780
148690150,2310444325
148689973,2311260493
148759467,2322696900
